Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
367,Sam Merrill,26,CLE,SG,5,0,11.8,1.8,4.4,0.409,1,3.6,0.278,0.8,0.8,1,0.523,0.4,0.4,1,0,1.8,1.8,1,0.8,0,0,0.6,5,,merrisa01
368,Blake Wesley,19,SAS,SG,37,1,18.1,1.9,5.8,0.321,0.5,1.4,0.385,1.3,4.4,0.301,0.367,0.7,1.2,0.591,0.3,1.9,2.2,2.6,0.7,0.1,1.8,1.8,5,,weslebl01
369,Ousmane Dieng,19,OKC,PF,39,1,14.6,1.9,4.6,0.42,0.7,2.5,0.265,1.3,2.1,0.602,0.492,0.4,0.6,0.652,0.5,2.2,2.7,1.2,0.4,0.2,0.7,1.1,4.9,,diengou01
370,Chimezie Metu,25,SAC,PF,66,0,10.4,2,3.3,0.589,0.1,0.6,0.237,1.8,2.7,0.663,0.61,0.8,1.1,0.74,0.7,2.3,3,0.6,0.3,0.3,0.5,1.2,4.9,,metuch01
371,Austin Rivers,30,MIN,SG,52,10,19.5,1.8,4,0.435,0.8,2.4,0.35,0.9,1.7,0.558,0.538,0.6,0.8,0.769,0.1,1.5,1.6,1.4,0.5,0.1,0.4,1.5,4.9,,riverau01
372,Danuel House Jr.,29,PHI,SF,56,5,14.4,1.7,3.5,0.472,0.7,2,0.336,1,1.6,0.644,0.566,0.8,1.1,0.75,0.2,1.5,1.7,0.8,0.3,0.2,0.5,1.2,4.8,,houseda01
373,Johnny Juzang,21,UTA,SG,18,0,12.9,1.9,5.8,0.337,0.8,3.5,0.238,1.1,2.3,0.488,0.409,0.1,0.2,0.5,0.4,1.7,2.2,0.4,0.2,0.2,0.2,0.7,4.8,,juzanjo01
374,Meyers Leonard,30,MIL,C,9,2,12.7,1.6,3.2,0.483,0.8,2,0.389,0.8,1.2,0.636,0.603,0.9,1,0.889,1.3,2.4,3.8,0.1,0.2,0,0.7,1.8,4.8,,leoname01
375,Garrison Mathews,26,2TM,SG,54,0,12.7,1.4,3.7,0.363,1.2,3.3,0.35,0.2,0.4,0.476,0.52,0.9,1,0.906,0.2,1.1,1.4,0.5,0.4,0.1,0.4,1.1,4.8,,mathega01
375,Garrison Mathews,26,HOU,SG,45,0,13.4,1.3,3.8,0.353,1.2,3.4,0.342,0.2,0.3,0.467,0.509,0.9,1,0.911,0.2,1.2,1.4,0.5,0.5,0.1,0.4,1.2,4.8,,mathega01
375,Garrison Mathews,26,ATL,SG,9,0,9.3,1.4,3.4,0.419,1.1,2.8,0.4,0.3,0.7,0.5,0.581,0.8,0.9,0.875,0.1,1.1,1.2,0.3,0.1,0.1,0.1,0.7,4.8,,mathega01
376,Moses Moody,20,GSW,SG,63,3,13,1.7,3.6,0.476,0.8,2.1,0.363,0.9,1.5,0.641,0.584,0.6,0.8,0.698,0.4,1.2,1.7,0.8,0.3,0.1,0.5,0.9,4.8,,moodymo01
377,Christian Braun,21,DEN,SG,76,6,15.5,1.9,3.8,0.495,0.4,1.3,0.354,1.4,2.5,0.565,0.554,0.5,0.8,0.625,0.6,1.8,2.4,0.8,0.5,0.2,0.5,1.3,4.7,,braunch01
378,Keon Johnson,20,POR,SG,40,0,10.4,1.7,4.5,0.376,0.7,2,0.346,1,2.4,0.402,0.455,0.7,1,0.659,0.3,0.8,1.1,1.5,0.5,0.2,1.1,1.1,4.7,,johnske07
379,Chuma Okeke,24,ORL,SF,27,8,19.2,1.6,4.5,0.352,1,3.2,0.302,0.6,1.3,0.472,0.459,0.6,0.8,0.762,1,2.6,3.6,1.4,0.7,0.4,0.6,1.5,4.7,,okekech01
380,Day'Ron Sharpe,21,BRK,C,48,3,11.5,1.9,3.6,0.544,0.1,0.2,0.545,1.8,3.3,0.544,0.561,0.7,1.1,0.636,2.1,2.1,4.2,0.8,0.3,0.7,0.9,1.9,4.7,,sharpda01
381,Dean Wade,26,CLE,PF,44,13,20.3,1.7,4,0.412,1,2.9,0.354,0.6,1.1,0.56,0.54,0.3,0.5,0.652,0.5,3,3.4,0.8,0.6,0.5,0.4,2,4.7,,wadede01
382,TyTy Washington Jr.,21,HOU,PG,31,2,14,1.9,5.2,0.363,0.6,2.6,0.238,1.3,2.6,0.488,0.422,0.3,0.6,0.556,0.1,1.4,1.5,1.5,0.5,0.1,0.5,0.9,4.7,,washity02
383,Gary Payton II,30,2TM,SG,22,1,16.7,1.9,3.1,0.594,0.6,1.2,0.5,1.3,2,0.651,0.688,0.3,0.3,0.857,1.1,2,3.1,1.4,1,0.2,0.7,2,4.6,,paytoga02
383,Gary Payton II,30,POR,SG,15,1,17,1.6,2.7,0.585,0.6,1.1,0.529,1,1.6,0.625,0.695,0.3,0.3,1,0.7,1.9,2.6,1.5,1.1,0.1,0.8,1.9,4.1,,paytoga02
383,Gary Payton II,30,GSW,SG,7,0,16,2.4,4,0.607,0.6,1.3,0.444,1.9,2.7,0.684,0.679,0.3,0.4,0.667,2,2.3,4.3,1.1,0.9,0.6,0.6,2,5.7,,paytoga02
384,Dalano Banton,23,TOR,PG,31,2,9,1.8,4.2,0.423,0.5,1.6,0.294,1.3,2.5,0.506,0.481,0.5,0.8,0.708,0.4,1.1,1.5,1.2,0.4,0.4,0.6,1.1,4.6,,bantoda01
385,Dāvis Bertāns,30,DAL,PF,45,1,10.9,1.5,3.6,0.431,1.2,3.1,0.39,0.3,0.4,0.737,0.603,0.3,0.3,0.867,0.2,1,1.2,0.5,0.2,0.2,0.2,1.2,4.6,,bertada01
386,Malachi Flynn,24,TOR,PG,53,2,13,1.6,4.6,0.36,0.9,2.5,0.353,0.8,2.1,0.367,0.457,0.5,0.6,0.758,0.3,1.2,1.4,1.3,0.4,0.1,0.5,1.2,4.6,,flynnma01
387,Kira Lewis Jr.,21,NOP,PG,25,0,9.4,1.6,3.5,0.455,0.6,1.4,0.441,1,2.2,0.463,0.54,0.8,0.9,0.864,0.2,1.1,1.3,0.9,0.4,0.1,0.4,1,4.6,,lewiski01
388,Justin Holiday,33,2TM,SF,46,2,15.3,1.7,4.4,0.377,1,3.1,0.322,0.7,1.3,0.508,0.49,0.1,0.2,0.625,0.1,1.1,1.2,0.9,0.4,0.4,0.5,1.5,4.5,,holidju01
388,Justin Holiday,33,ATL,SF,28,0,14.7,1.7,4.5,0.384,1.1,3.1,0.345,0.6,1.4,0.474,0.504,0,0,,0.1,0.8,0.8,0.9,0.2,0.4,0.4,1.3,4.5,,holidju01
388,Justin Holiday,33,DAL,SF,18,2,16.4,1.6,4.4,0.367,0.9,3.1,0.286,0.7,1.3,0.565,0.468,0.3,0.4,0.625,0.2,1.6,1.8,0.9,0.8,0.5,0.6,1.7,4.4,,holidju01
389,Goga Bitadze,23,2TM,C,38,1,12,1.8,3.3,0.552,0.2,0.7,0.231,1.7,2.6,0.636,0.576,0.6,1.1,0.548,1.6,2,3.6,1,0.4,0.7,0.6,1.7,4.4,,bitadgo01
389,Goga Bitadze,23,IND,C,21,0,9.6,1.3,2.5,0.519,0.2,0.7,0.286,1.1,1.8,0.605,0.558,0.5,1.1,0.458,1.2,1.1,2.3,0.9,0.4,0.5,0.6,1.6,3.3,,bitadgo01
389,Goga Bitadze,23,ORL,C,17,1,15,2.5,4.3,0.575,0.1,0.7,0.167,2.4,3.6,0.656,0.589,0.7,1.1,0.667,2.1,3.1,5.2,1.2,0.4,0.9,0.6,1.8,5.8,,bitadgo01
390,Jarrett Culver,23,ATL,SF,10,1,13.7,1.7,4.3,0.395,0.1,1.2,0.083,1.6,3.1,0.516,0.407,0.9,1.3,0.692,1,2.8,3.8,0.6,0.6,0.2,0.7,1.4,4.4,,culveja01
391,A.J. Green,23,MIL,SG,35,1,9.9,1.5,3.6,0.424,1.3,3,0.419,0.3,0.6,0.45,0.6,0.1,0.1,1,0.2,1.1,1.3,0.6,0.2,0,0.3,0.9,4.4,,greenaj01
392,Haywood Highsmith,26,MIA,PF,54,11,17.9,1.7,4,0.431,0.7,2,0.339,1,2,0.523,0.516,0.2,0.5,0.464,1.1,2.4,3.5,0.8,0.7,0.3,0.8,1.5,4.4,,highsha01
393,JaVale McGee,35,DAL,C,42,7,8.5,1.9,3,0.64,0,0.1,0.4,1.9,2.9,0.65,0.648,0.6,1,0.585,0.7,1.8,2.5,0.3,0.1,0.6,0.9,1.3,4.4,,mcgeeja01
394,Thaddeus Young,34,TOR,PF,54,9,14.7,2,3.7,0.545,0.1,0.6,0.176,1.9,3,0.622,0.561,0.3,0.5,0.692,1.3,1.8,3.1,1.4,1,0.1,0.8,1.6,4.4,,youngth01
395,Omer Yurtseven,24,MIA,C,9,0,9.2,1.8,3,0.593,0.3,0.8,0.429,1.4,2.2,0.65,0.648,0.6,0.7,0.833,0.9,1.7,2.6,0.2,0.2,0.2,0.4,1.8,4.4,,yurtsom01
396,Moses Brown,23,2TM,C,36,1,8.2,1.7,2.7,0.635,0,0,,1.7,2.7,0.635,0.635,0.9,2,0.458,1.6,2.3,3.9,0.1,0.1,0.4,0.4,1.1,4.3,,brownmo01
396,Moses Brown,23,LAC,C,34,1,8.5,1.8,2.8,0.635,0,0,,1.8,2.8,0.635,0.635,1,2.1,0.458,1.7,2.4,4.1,0.1,0.1,0.4,0.4,1.1,4.6,,brownmo01
396,Moses Brown,23,BRK,C,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0.5,0,0.5,0.5,0,,brownmo01
397,Bismack Biyombo,30,PHO,C,61,14,14.3,2,3.4,0.578,0,0,,2,3.4,0.578,0.578,0.4,1.1,0.357,1.5,2.8,4.3,0.9,0.3,1.4,0.8,1.9,4.3,,biyombi01
398,Michael Carter-Williams,31,ORL,PG,4,0,11,1.5,3.5,0.429,0.3,0.8,0.333,1.3,2.8,0.455,0.464,1,1.8,0.571,0.3,1,1.3,1.8,0.3,0.3,1,1.3,4.3,,cartemi01
399,Justin Minaya,23,POR,SF,4,0,22.3,1.8,5.8,0.304,0.8,3,0.25,1,2.8,0.364,0.37,0,0.3,0,0.8,3,3.8,1,0.5,1.3,1,2.3,4.3,,minayju01
400,Xavier Sneed,25,CHO,SF,4,0,12,1.3,2.5,0.5,0.8,1.5,0.5,0.5,1,0.5,0.65,1,1,1,0,1.3,1.3,1.3,0,0.3,0.8,1.8,4.3,,sneedxa01
401,Paul Reed,23,PHI,C,69,2,10.9,1.8,3,0.593,0,0.1,0.167,1.8,2.9,0.606,0.596,0.6,0.7,0.745,1.6,2.2,3.8,0.4,0.7,0.7,0.7,1.8,4.2,,reedpa01
402,Admiral Schofield,25,ORL,PF,37,0,12.2,1.5,3.3,0.451,0.6,2,0.324,0.8,1.3,0.646,0.549,0.6,0.6,0.913,0.6,1.1,1.7,0.8,0.2,0.1,0.4,1.6,4.2,,schofad01
403,Ish Wainright,28,PHO,SF,60,2,15.3,1.4,3.8,0.37,1,2.9,0.329,0.5,0.9,0.5,0.496,0.4,0.5,0.839,0.8,1.6,2.3,0.9,0.6,0.4,0.4,2,4.2,,wainris01
404,McKinley Wright IV,24,DAL,PG,27,1,12.4,1.7,3.6,0.469,0.3,1,0.321,1.4,2.6,0.529,0.515,0.5,0.7,0.684,0.3,1.4,1.7,2.1,0.3,0.2,0.7,0.9,4.2,,wrighmc01
405,Matisse Thybulle,25,2TM,SG,71,28,16.9,1.5,3.6,0.435,0.8,2.1,0.365,0.8,1.5,0.533,0.542,0.3,0.4,0.679,0.6,1.4,2,0.7,1.2,0.5,0.3,1.6,4.1,,thybuma01
405,Matisse Thybulle,25,PHI,SF,49,6,12.1,1,2.4,0.431,0.4,1.3,0.333,0.6,1.1,0.547,0.522,0.2,0.2,0.75,0.4,0.9,1.3,0.5,0.9,0.3,0.2,1.3,2.7,,thybuma01
405,Matisse Thybulle,25,POR,SG,22,22,27.7,2.7,6.2,0.438,1.5,3.9,0.388,1.2,2.4,0.519,0.558,0.5,0.7,0.625,0.9,2.6,3.5,1.4,1.7,0.8,0.7,2.2,7.4,,thybuma01
406,Blake Griffin,33,BOS,C,41,16,13.9,1.5,3.2,0.485,0.6,1.6,0.348,1,1.6,0.625,0.573,0.5,0.8,0.656,1.1,2.6,3.8,1.5,0.3,0.2,0.5,1.8,4.1,,griffbl01
407,Kevon Harris,25,ORL,SG,34,0,13.4,1.4,3.1,0.439,0.5,1.3,0.372,0.9,1.9,0.484,0.514,0.9,1.2,0.756,0.8,1.2,2.1,0.5,0.5,0.1,0.6,1.6,4.1,,harrike01
408,Serge Ibaka,33,MIL,C,16,0,11.6,1.6,3.4,0.481,0.4,1.1,0.333,1.3,2.3,0.556,0.537,0.5,0.8,0.615,0.9,1.8,2.8,0.3,0.1,0.4,0.7,1.4,4.1,,ibakase01
409,Isaiah Roby,24,SAS,PF,42,2,11.3,1.6,3.7,0.432,0.4,1.4,0.3,1.2,2.3,0.516,0.49,0.5,1,0.488,0.5,2,2.5,0.9,0.4,0.2,0.7,1.3,4.1,,robyis01
410,Daishen Nix,20,HOU,PG,57,7,16,1.4,4.2,0.342,0.7,2.5,0.286,0.7,1.7,0.423,0.426,0.4,0.6,0.667,0.3,1.4,1.7,2.3,0.5,0.1,1.5,1,4,,nixda01
411,Olivier Sarr,23,OKC,C,9,1,12.7,1.7,3.3,0.5,0.1,0.9,0.125,1.6,2.4,0.636,0.517,0.6,0.8,0.714,1.3,2.1,3.4,0.4,0.1,0.6,0.4,1.9,4,,sarrol01
412,Bruno Fernando,24,2TM,C,39,4,10.4,1.5,2.9,0.527,0,0.1,0,1.5,2.8,0.546,0.527,0.9,1.3,0.7,1.4,2.1,3.5,0.8,0.2,0.9,0.6,1.9,3.9,,fernabr01
412,Bruno Fernando,24,HOU,C,31,4,11.7,1.5,3,0.516,0,0,0,1.5,3,0.522,0.516,1,1.4,0.682,1.5,2.4,3.9,1,0.2,1,0.6,2.2,4.1,,fernabr01
412,Bruno Fernando,24,ATL,C,8,0,5.1,1.4,2.4,0.579,0,0.4,0,1.4,2,0.688,0.579,0.6,0.8,0.833,0.8,1.1,1.9,0.1,0,0.4,0.6,0.8,3.4,,fernabr01
413,Patrick Baldwin Jr.,20,GSW,SF,31,0,7.3,1.4,3.5,0.394,1,2.7,0.381,0.4,0.8,0.44,0.541,0.1,0.2,0.667,0,1.3,1.3,0.4,0.2,0.1,0.4,0.5,3.9,,baldwpa01
414,Dominick Barlow,19,SAS,PF,28,0,14.6,1.6,3.1,0.535,0,0.1,0,1.6,2.9,0.561,0.535,0.6,0.9,0.72,1.6,2,3.6,0.9,0.4,0.7,0.5,2,3.9,,barlodo01
415,Gorgui Dieng,33,SAS,C,31,1,11.5,1.5,3.8,0.385,0.7,2.4,0.28,0.8,1.4,0.571,0.474,0.3,0.4,0.769,0.9,2.6,3.5,1.7,0.1,0.5,1,1.8,3.9,,dienggo01
416,Udonis Haslem,42,MIA,C,7,1,10.1,1.4,4.1,0.345,0.4,1.3,0.333,1,2.9,0.35,0.397,0.6,0.7,0.8,0.6,1,1.6,0,0.1,0.3,0.1,1.6,3.9,,hasleud01
417,Aaron Holiday,26,ATL,PG,63,6,13.4,1.5,3.5,0.418,0.6,1.4,0.409,0.9,2.1,0.424,0.5,0.4,0.5,0.844,0.4,0.8,1.2,1.4,0.6,0.2,0.6,1.3,3.9,,holidaa01
418,Jabari Walker,20,POR,PF,56,0,11.1,1.5,3.5,0.419,0.3,1,0.286,1.2,2.5,0.472,0.46,0.6,0.8,0.756,0.9,1.5,2.3,0.6,0.2,0.2,0.5,1.2,3.9,,walkeja01
419,Markieff Morris,33,2TM,PF,35,2,10.1,1.3,3.3,0.409,0.8,2,0.394,0.5,1.3,0.432,0.53,0.3,0.3,1,0.4,1.7,2,0.9,0.3,0.1,0.5,1.4,3.8,,morrima02
419,Markieff Morris,33,BRK,PF,27,1,10.6,1.2,3,0.402,0.7,1.8,0.408,0.5,1.2,0.394,0.524,0.4,0.4,1,0.5,1.7,2.2,0.9,0.3,0.2,0.5,1.2,3.6,,morrima02
419,Markieff Morris,33,DAL,PF,8,1,8.8,1.8,4.1,0.424,1,2.8,0.364,0.8,1.4,0.545,0.545,0,0,,0,1.5,1.5,0.8,0.1,0,0.5,1.9,4.5,,morrima02
420,Xavier Cooks,27,WAS,PF,10,1,12.6,1.7,2.8,0.607,0,0.1,0,1.7,2.7,0.63,0.607,0.4,1,0.4,1.6,2.2,3.8,0.6,0.6,0.4,0.8,1.3,3.8,,cooksxa01
421,Dyson Daniels,19,NOP,PG,59,11,17.7,1.5,3.5,0.418,0.5,1.5,0.314,1,2.1,0.492,0.483,0.4,0.7,0.65,0.6,2.6,3.2,2.3,0.7,0.2,1,1.7,3.8,,daniedy01
422,Darius Days,23,HOU,SF,4,0,6.3,1.3,3,0.417,0.8,2.5,0.3,0.5,0.5,1,0.542,0.5,0.5,1,0.3,1.3,1.5,0.3,0,0.3,0,0.5,3.8,,daysda01
423,Caleb Houstan,20,ORL,SF,51,4,15.9,1.3,3.6,0.363,0.9,2.7,0.338,0.4,0.9,0.435,0.489,0.3,0.4,0.833,0.7,1.3,1.9,0.6,0.2,0.1,0.4,1.2,3.8,,houstca01
424,Furkan Korkmaz,25,PHI,SG,37,0,9.5,1.3,3,0.432,0.5,1.2,0.391,0.8,1.8,0.462,0.514,0.7,1,0.722,0.2,1,1.1,0.6,0.3,0.1,0.6,0.5,3.8,,korkmfu01
425,Luke Kornet,27,BOS,C,69,0,11.7,1.6,2.5,0.665,0,0.2,0.231,1.6,2.3,0.701,0.674,0.5,0.6,0.821,1.2,1.6,2.9,0.8,0.2,0.7,0.4,1.2,3.8,,kornelu01
426,JT Thor,20,CHO,PF,69,8,14,1.4,3.4,0.399,0.6,1.8,0.317,0.8,1.7,0.487,0.481,0.5,0.7,0.702,0.5,1.7,2.2,0.5,0.3,0.3,0.6,1,3.8,,thorjt01
427,A.J. Lawson,22,2TM,SG,15,0,7.2,1.5,2.9,0.5,0.7,1.7,0.4,0.8,1.3,0.632,0.614,0.1,0.5,0.25,0.4,1,1.4,0.1,0.1,0,0.2,0.7,3.7,,lawsoaj01
427,A.J. Lawson,22,MIN,SG,1,0,2,1,1,1,0,0,,1,1,1,1,0,0,,0,1,1,0,0,0,0,1,2,,lawsoaj01
427,A.J. Lawson,22,DAL,SG,14,0,7.6,1.5,3.1,0.488,0.7,1.8,0.4,0.8,1.3,0.611,0.605,0.1,0.6,0.25,0.4,1,1.4,0.1,0.1,0,0.2,0.7,3.9,,lawsoaj01
428,David Duke Jr.,23,BRK,SG,23,0,9.9,1.6,3.4,0.462,0,0.5,0.083,1.5,2.9,0.53,0.468,0.5,0.7,0.706,0.5,0.8,1.3,0.9,0.4,0,0.8,1.3,3.7,,dukeda01
429,Nathan Knight,25,MIN,C,38,0,7.7,1.2,2.1,0.568,0.2,0.6,0.364,1,1.6,0.644,0.617,1,1.5,0.684,0.6,0.9,1.5,0.3,0.3,0.2,0.6,1.1,3.7,,knighna01
430,Jordan McLaughlin,26,MIN,PG,43,0,15.8,1.4,3.4,0.421,0.6,1.8,0.308,0.9,1.6,0.552,0.503,0.3,0.4,0.833,0.3,1.1,1.4,3.4,0.7,0.1,0.8,0.7,3.7,,mclaujo01
431,Orlando Robinson,22,MIA,C,31,1,13.7,1.5,2.9,0.528,0,0.2,0,1.5,2.7,0.566,0.528,0.7,1,0.71,1.5,2.5,4.1,0.8,0.4,0.4,0.5,1.7,3.7,,robinor01
432,Matt Ryan,25,2TM,SF,34,0,9.1,1.2,3.2,0.37,0.9,2.5,0.381,0.2,0.7,0.333,0.519,0.3,0.4,0.833,0.1,0.6,0.8,0.5,0.1,0,0.2,0.8,3.6,,ryanma01
432,Matt Ryan,25,LAL,SF,12,0,10.8,1.3,4.1,0.306,1.1,2.9,0.371,0.2,1.2,0.143,0.439,0.3,0.4,0.8,0.2,1,1.2,0.3,0.2,0,0.3,1.2,3.9,,ryanma01
432,Matt Ryan,25,MIN,SF,22,0,8.2,1.1,2.7,0.424,0.9,2.2,0.388,0.3,0.5,0.6,0.585,0.3,0.3,0.857,0.1,0.5,0.5,0.5,0.1,0,0.2,0.6,3.4,,ryanma01
433,Bryn Forbes,29,MIN,SG,25,0,10.7,1.2,3.3,0.361,0.6,1.8,0.304,0.6,1.5,0.432,0.446,0.6,0.6,1,0.2,0.4,0.6,0.7,0.3,0.1,0.5,0.9,3.6,,forbebr01
434,Damian Jones,27,2TM,C,41,1,11.6,1.3,2.1,0.64,0.2,0.4,0.588,1.1,1.7,0.652,0.698,0.5,0.7,0.759,1,2,3,0.4,0.2,0.5,0.6,1.3,3.5,,jonesda03
434,Damian Jones,27,LAL,C,22,1,8,0.9,1.7,0.541,0,0.1,0,0.9,1.5,0.588,0.541,0.7,0.9,0.75,0.8,1.7,2.5,0.2,0.1,0.5,0.4,0.8,2.5,,jonesda03
434,Damian Jones,27,UTA,C,19,0,15.8,1.8,2.6,0.714,0.5,0.7,0.714,1.3,1.8,0.714,0.816,0.4,0.5,0.778,1.3,2.3,3.5,0.6,0.3,0.5,0.7,2,4.6,,jonesda03
435,Udoka Azubuike,23,UTA,C,36,4,10,1.6,2,0.819,0,0,,1.6,2,0.819,0.819,0.2,0.6,0.35,0.9,2.4,3.3,0.3,0.2,0.4,0.5,0.9,3.5,,azubuud01
436,Miles McBride,22,NYK,PG,64,2,11.9,1.2,3.4,0.358,0.6,2.1,0.299,0.6,1.3,0.457,0.451,0.4,0.7,0.667,0.2,0.6,0.8,1.1,0.6,0.1,0.4,0.9,3.5,,mcbrimi01
437,P.J. Tucker,37,PHI,PF,75,75,25.6,1.3,3,0.427,0.7,1.9,0.393,0.5,1.1,0.482,0.549,0.3,0.3,0.826,1.3,2.7,3.9,0.8,0.5,0.2,0.6,2.4,3.5,,tuckepj01
438,Amir Coffey,25,LAC,SF,50,9,12.5,1.1,2.9,0.386,0.2,0.8,0.275,0.9,2.1,0.429,0.424,1,1.3,0.778,0.3,0.7,1.1,1.1,0.1,0.1,0.4,1,3.4,,coffeam01
439,Taj Gibson,37,WAS,C,49,2,9.8,1.3,2.6,0.52,0.2,0.5,0.333,1.2,2.1,0.564,0.552,0.6,0.9,0.714,0.7,1.2,1.9,0.7,0.3,0.2,0.5,1.7,3.4,,gibsota01
440,Kai Jones,22,CHO,C,46,0,12,1.5,2.6,0.558,0.1,0.4,0.211,1.4,2.2,0.624,0.575,0.4,0.6,0.731,0.8,1.9,2.7,0.3,0.4,0.7,0.7,1.4,3.4,,joneska01
441,Wesley Matthews,36,MIL,SF,52,0,15.8,1.1,3.1,0.363,0.8,2.4,0.315,0.4,0.7,0.528,0.484,0.5,0.5,0.857,0.7,1.5,2.2,0.7,0.4,0.3,0.3,1.4,3.4,,matthwe02
442,Micah Potter,24,UTA,PF,7,0,7.4,1.4,2.1,0.667,0.6,1,0.571,0.9,1.1,0.75,0.8,0,0,,0.4,1.9,2.3,0.6,0.1,0,0.3,0.7,3.4,,pottemi01
443,Jericho Sims,24,NYK,C,52,16,15.6,1.6,2.1,0.776,0,0,0,1.6,2,0.783,0.776,0.2,0.3,0.75,1.9,2.8,4.7,0.5,0.3,0.5,0.5,1.8,3.4,,simsje01
444,Anthony Gill,30,WAS,PF,59,8,10.6,1.2,2.2,0.538,0.1,0.5,0.138,1.1,1.7,0.65,0.553,0.8,1.1,0.731,0.6,1.1,1.7,0.6,0.1,0.2,0.3,1.2,3.3,,gillan01
445,Boban Marjanović,34,HOU,C,31,0,5.5,1.3,1.9,0.683,0,0,0,1.3,1.9,0.695,0.683,0.6,0.9,0.741,0.6,1.3,1.9,0.3,0.2,0.1,0.5,0.3,3.3,,marjabo01
446,Raul Neto,30,CLE,PG,48,1,10.5,1.2,2.3,0.518,0.3,0.9,0.286,0.9,1.4,0.662,0.573,0.6,0.7,0.912,0.2,0.8,1,1.6,0.4,0.1,0.5,1,3.3,,netora01
447,Peyton Watson,20,DEN,SG,23,2,8.1,1.3,2.6,0.492,0.3,0.6,0.429,1,2,0.511,0.542,0.5,0.9,0.55,0.3,1.3,1.6,0.5,0.1,0.5,0.3,0.6,3.3,,watsope01
448,Jared Rhoden,23,DET,SG,14,0,14.1,1.2,3.1,0.386,0.4,1.4,0.25,0.9,1.7,0.5,0.443,0.4,0.4,1,0.8,1.9,2.6,0.3,0.3,0.1,0.2,1.6,3.2,,rhodeja01
449,Max Christie,19,LAL,SG,41,3,12.5,1.1,2.6,0.415,0.6,1.5,0.419,0.4,1.1,0.409,0.538,0.3,0.4,0.875,0.2,1.7,1.8,0.5,0.2,0.2,0.3,0.8,3.1,,chrisma02
450,Jordan Hall,21,SAS,SF,9,0,9.2,1,3.1,0.321,0.3,1.7,0.2,0.7,1.4,0.462,0.375,0.8,1,0.778,0.3,1,1.3,1.2,0.1,0,0.8,0.7,3.1,,halljo02
451,Richaun Holmes,29,SAC,C,42,1,8.3,1.3,2.1,0.618,0.1,0.2,0.625,1.2,1.9,0.617,0.646,0.4,0.5,0.789,0.7,1.2,1.9,0.2,0.1,0.3,0.3,1.2,3.1,,holmeri01
452,Christian Koloko,22,TOR,C,58,19,13.8,1.2,2.6,0.48,0,0.2,0.083,1.2,2.4,0.514,0.483,0.6,1,0.627,1.4,1.5,2.9,0.5,0.4,1,0.3,2.2,3.1,,kolokch01
453,Josh Minott,20,MIN,SF,15,0,6.4,1.2,2.4,0.5,0.1,0.4,0.333,1.1,2,0.533,0.528,0.5,0.5,1,0.3,1.3,1.7,0.3,0.3,0.4,0.2,0.7,3.1,,minotjo01
454,Jamaree Bouyea,23,2TM,PG,5,0,14.2,1.2,2.8,0.429,0.4,1.2,0.333,0.8,1.6,0.5,0.5,0.2,0.4,0.5,0.2,1,1.2,0.8,0.8,0.4,0.8,1.2,3,,bouyeja01
454,Jamaree Bouyea,23,MIA,PG,4,0,16.3,1.5,3.3,0.462,0.5,1.3,0.4,1,2,0.5,0.538,0.3,0.5,0.5,0.3,1,1.3,1,1,0.5,1,1.3,3.8,,bouyeja01
454,Jamaree Bouyea,23,WAS,PG,1,0,6,0,1,0,0,1,0,0,0,,0,0,0,,0,1,1,0,0,0,0,1,0,,bouyeja01
455,Juan Toscano-Anderson,29,2TM,SF,52,9,13.5,1.2,2.8,0.448,0.2,0.8,0.186,1.1,1.9,0.56,0.476,0.4,0.5,0.792,0.5,1.8,2.4,1.3,0.3,0.2,0.7,1.5,3,,toscaju01
455,Juan Toscano-Anderson,29,LAL,SF,30,7,12.2,1.1,2.2,0.5,0.1,0.7,0.2,1,1.5,0.63,0.53,0.4,0.5,0.733,0.5,1.6,2,0.8,0.3,0.2,0.6,1.5,2.7,,toscaju01
455,Juan Toscano-Anderson,29,UTA,SF,22,2,15.2,1.4,3.5,0.403,0.2,1,0.174,1.2,2.5,0.5,0.429,0.4,0.4,0.889,0.6,2.2,2.9,1.8,0.3,0.1,0.8,1.5,3.4,,toscaju01
456,Tyler Dorsey,26,DAL,SF,3,0,2.7,1.3,1.7,0.8,0.3,0.7,0.5,1,1,1,0.9,0,0,,0.3,0.3,0.7,0,0,0,0,0,3,,dorsety01
457,Usman Garuba,20,HOU,C,75,1,12.9,1.1,2.4,0.486,0.3,0.8,0.407,0.8,1.6,0.525,0.554,0.4,0.6,0.617,1.6,2.5,4.1,0.9,0.6,0.4,0.6,1.8,3,,garubus01
458,Jacob Gilyard,24,MEM,PG,1,0,41,1,3,0.333,1,3,0.333,0,0,,0.5,0,0,,0,4,4,7,3,0,2,3,3,,gilyaja01
459,Jake LaRavia,21,MEM,PF,35,0,11.8,1.1,2.7,0.389,0.7,2,0.338,0.4,0.7,0.542,0.516,0.2,0.3,0.778,0.5,1.3,1.8,0.6,0.3,0.1,0.5,1.4,3,,laravja01
